#complex,groundtruth,simcomplex,simground,z3res,verificationtime
5*(y^(~x&(y^z)))-11*(z^~(x&(~y&z)))+2*(~(x&y)&~(y^z))+9*~(x|(y|z))+11*~(x|(~y|z))+9*~(~x|(y|z))+6*~(~x|(~y|z))-5*(~x&(~y&z))-7*(~x&(y&z)),5*(x&(y&z))-11*(x&(~y&z)),-11*(x&(~y&z))+5*(x&(y&z)),-11*(x&(~y&z))+5*(x&(y&z)),True,0.010177850723266602
4*~(x|y)-1*(~(x|y)|(x^(y^z)))+4*x+1*~(x|(~y|z))-3*~(~x|(y|z))-4*~(~x|(~y|z))-3*(~x&(~y&z))-4*(x&(~y&z))-3*(x&(y&z)),3*~(x|(y|z)),3*~(x|(y|z)),3*~(x|(y|z)),True,0.00967717170715332
-11*~(x&(~y|z))+11*~(x|(y|z))+11*~(x|(~y|z))-7*~(~x|(y|z))+22*~(~x|(~y|z))+4*(~x&(~y&z))+11*(~x&(y&z))-7*(x&(~y&z))+11*(x&(y&z)),-7*(y^(x|(y|z)))+11*(x&y),-7*~(~x|(y|z))+11*~(~x|(~y|z))-7*(~x&(~y&z))-7*(x&(~y&z))+11*(x&(y&z)),-7*~(~x|(y|z))+11*~(~x|(~y|z))-7*(~x&(~y&z))-7*(x&(~y&z))+11*(x&(y&z)),True,0.010749578475952148
-3*(z^~(x|(y&z)))+2*((x&~y)|~(x^(y^z)))-5*~(x^(y&z))-2*~(~x&(y^z))+8*~(x|(y|z))+8*~(x|(~y|z))+5*(~x&(~y&z))+3*(x&(~y&z))+10*(x&(y&z)),-3*(~x&(y&z)),-3*(~x&(y&z)),-3*(~x&(y&z)),True,0.009733438491821289
-11*(~(x|y)|~(x^(y^z)))-7*(~x&(~y|z))+5*(z^~(x&(y|z)))+13*~(x|(y|z))-5*~(x|(~y|z))-5*~(~x|(y|z))+11*~(~x|(~y|z))+23*(~x&(~y&z))+6*(x&(~y&z)),5*(z&~(x&~y))-23*(~x&(y&z)),5*(~x&(~y&z))-18*(~x&(y&z))+5*(x&(y&z)),5*(~x&(~y&z))-18*(~x&(y&z))+5*(x&(y&z)),True,0.010257244110107422
1*(~x|(~y&z))+1*((x&z)|(y&~z))-5*~(x&(y|z))+4*~(x|(y|z))+5*~(~x|(y|z))-1*~(~x|(~y|z))+4*(~x&(~y&z))+4*(~x&(y&z))-2*(x&(~y&z)),-3*~(x|(~y|z))+1*(x&(y&z)),-3*~(x|(~y|z))+1*(x&(y&z)),-3*~(x|(~y|z))+1*(x&(y&z)),True,0.009951114654541016
-1*(y^(x|(~y&z)))+11*(~(x^y)|~(x^z))+1*(y^(~x|(y|z)))-12*~(x|(y|z))+1*~(~x|(y|z))-11*~(~x|(~y|z))-11*(~x&(~y&z))-12*(x&(~y&z))-12*(x&(y&z)),-1*(z&(x|y))+10*~(x|(~y|z)),10*~(x|(~y|z))-1*(~x&(y&z))-1*(x&(~y&z))-1*(x&(y&z)),10*~(x|(~y|z))-1*(~x&(y&z))-1*(x&(~y&z))-1*(x&(y&z)),True,0.01025700569152832
2*((x&y)^~(x^(y&z)))+2*(y^~(~x&(y^z)))+1*~(x^(y&z))-5*~(x|(y|z))-2*~(~x|(y|z))-2*~(~x|(~y|z))+4*(~x&(~y&z))+5*(x&(~y&z))+6*(x&(y&z)),5*~(x|(~y|z))+7*(z&(x|~y)),5*~(x|(~y|z))+7*(~x&(~y&z))+7*(x&(~y&z))+7*(x&(y&z)),5*~(x|(~y|z))+7*(~x&(~y&z))+7*(x&(~y&z))+7*(x&(y&z)),True,0.010474920272827148
-1*((x^y)&(x^z))-11*(x&(y^z))-11*(~(x|~y)|~(x^(y^z)))+18*~(x|(y|z))+18*~(x|(~y|z))+1*~(~x|(y|z))+29*~(~x|(~y|z))+12*(~x&(y&z))+22*(x&(~y&z)),-7*(~x&(~y&z))+7*((x&y)^~(x^(y&z))),7*(z^(~x|(y|z))),7*(z^(~x|(y|z))),True,0.009806632995605469
2*~(x&(~y&z))-1*(y&~(x^z))+3*(y^~(~x&(y|z)))-5*~(x|(y|z))-5*~(~x|(y|z))-2*~(~x|(~y|z))-2*(~x&(~y&z))-5*(~x&(y&z))-3*(x&(~y&z)),1*(x&(y&z))+4*~(x|(~y|z)),4*~(x|(~y|z))+1*(x&(y&z)),4*~(x|(~y|z))+1*(x&(y&z)),True,0.010027408599853516
-1*~(x|z)-7*(x&~z)-1*~(x|(y|z))-1*~(x|(~y|z))+5*~(~x|(y|z))+7*~(~x|(~y|z))-2*(~x&(~y&z))-2*(~x&(y&z))-2*(x&(~y&z)),-2*(~x|(~y|z))+2*(x&(y&z)),-2*~(x&y),-2*~(x&y),True,0.009588479995727539
1*((y&z)^~(x&(y^z)))+4*(z^(x|(~y|z)))-1*(y^(~x|(y^z)))+7*(y|~z)-11*~(x|(y|z))-8*~(x|(~y|z))-11*~(~x|(~y|z))-7*(~x&(y&z))-6*(x&(y&z)),12*~(~x|(y|z))-1*(x&(~y&z)),12*~(~x|(y|z))-1*(x&(~y&z)),12*~(~x|(y|z))-1*(x&(~y&z)),True,0.009937763214111328
-7*((x&y)^(y|~z))+1*(~y|~(x^z))+9*~(x|(y|z))+6*~(x|(~y|z))+9*~(~x|(y|z))+2*(~x&(~y&z))+7*(~x&(y&z))+2*(x&(~y&z))-1*(x&(y&z)),3*~y,3*~y,3*~y,True,0.009519577026367188
-7*(y&(x|z))+3*(~x|(y&z))-5*((x|~y)&(x^(y^z)))-3*~(x|(~y|z))+5*~(~x|(y|z))+7*~(~x|(~y|z))+2*(~x&(~y&z))+4*(~x&(y&z))+9*(x&(y&z)),3*~(x|(y|z)),3*~(x|(y|z)),3*~(x|(y|z)),True,0.009605169296264648
1*(y|(x^z))+2*(~z&~(x^y))-6*(x|(~y&z))-2*~(x|(y|z))+5*~(~x|(y|z))+3*~(~x|(~y|z))-1*(~x&(y&z))+7*(x&(~y&z))+5*(x&(y&z)),-5*(~x&(~y&z))+1*((x^y)&~(x^z)),1*~(x|(~y|z))-5*(~x&(~y&z))+1*(x&(~y&z)),1*~(x|(~y|z))-5*(~x&(~y&z))+1*(x&(~y&z)),True,0.010005712509155273
-5*(~y|~(x^z))+5*(x|~y)-3*(y|(x&~z))+4*~(x|(~y|z))+3*~(~x|(y|z))-2*~(~x|(~y|z))-4*(~x&(~y&z))+3*(~x&(y&z))+3*(x&(y&z)),-4*(~x&(y^z)),-4*(~x&(y^z)),-4*(~x&(y^z)),True,0.009533882141113281
-6*(z|~(x|y))+4*~(x|(y|z))-1*~(x|(~y|z))-2*~(~x|(y|z))-2*~(~x|(~y|z))+5*(~x&(~y&z))+4*(~x&(y&z))+4*(x&(~y&z))+5*(x&(y&z)),-1*~(x&~x)-1*((x&~y)|~(x^(y^z))),-2*~(x|(y|z))-1*~(x|(~y|z))-2*~(~x|(y|z))-2*~(~x|(~y|z))-1*(~x&(~y&z))-2*(~x&(y&z))-2*(x&(~y&z))-1*(x&(y&z)),-2*~(x|(y|z))-1*~(x|(~y|z))-2*~(~x|(y|z))-2*~(~x|(~y|z))-1*(~x&(~y&z))-2*(~x&(y&z))-2*(x&(~y&z))-1*(x&(y&z)),True,0.011281967163085938
4*(~x|(y&z))-1*((x&y)|~(y^z))+2*(y&(x|~z))-7*(z^(~x|(~y&z)))+1*~(x|(~y|z))-1*~(~x|(~y|z))-4*(~x&(~y&z))-3*(~x&(y&z))+2*(x&(y&z)),-4*~(x|(y|z))-1*~(~x|(y|z)),-4*~(x|(y|z))-1*~(~x|(y|z)),-4*~(x|(y|z))-1*~(~x|(y|z)),True,0.009792566299438477
-5*((x&~y)|(y^z))+3*((x&~y)|~(x^(y^z)))+4*((x&z)^~(y&~z))+1*(~y&(x^z))-7*~(x|(y|z))+5*~(x|(~y|z))-3*~(~x|(y|z))+2*~(~x|(~y|z))-7*(~x&(y&z)),-2*(x&(~y&z)),-2*(x&(~y&z)),-2*(x&(~y&z)),True,0.009563446044921875
-7*(y|(x^z))+2*(y^(x&(y|z)))+3*(y^~(x&(y^z)))-3*~(x|(y|z))+5*~(x|(~y|z))+4*~(~x|(~y|z))+4*(~x&(~y&z))-2*(x&(~y&z))+7*(x&(y&z)),-5*(~x&(y&z))-4*~(~x|(y|z)),-4*~(~x|(y|z))-5*(~x&(y&z)),-4*~(~x|(y|z))-5*(~x&(y&z)),True,0.010016679763793945
1*(x^z)-11*(z^~(~x&(y&z)))+10*~(x|(y|z))+10*~(x|(~y|z))+9*~(~x|(y|z))+9*~(~x|(~y|z))-1*(~x&(~y&z))+9*(~x&(y&z))-1*(x&(~y&z)),-1*(~z|(x^y)),-1*(~z|(x^y)),-1*(~z|(x^y)),True,0.009611845016479492
5*((x&y)|~(x^(y^z)))-2*(z^(x|(~y|z)))-1*(y^~(~x&(y&z)))-11*(y^(~x|(~y|z)))+14*~(~x|(y|z))+8*~(~x|(~y|z))+12*(~x&(~y&z))+7*(x&(~y&z))-5*(x&(y&z)),4*(~x&(y&z))-9*~(x|(y|z)),-9*~(x|(y|z))+4*(~x&(y&z)),-9*~(x|(y|z))+4*(~x&(y&z)),True,0.009854316711425781
2*((y&z)^~(~x&(y^z)))-3*(x&y)-6*(y^(x|~z))+15*~(x|(y|z))+15*~(~x|(y|z))+12*~(~x|(~y|z))+17*(~x&(y&z))+4*(x&(~y&z))+3*(x&(y&z)),11*(z^(x|~y)),11*(z^(x|~y)),11*(z^(x|~y)),True,0.009694576263427734
4*((y&~z)|~(~x|(~y&z)))+5*(~(x|y)|~(x^(y^z)))-5*~(x|(y|z))-4*~(x|(~y|z))-4*~(~x|(y|z))-4*(~x&(~y&z))-4*(~x&(y&z))-5*(x&(~y&z))-4*(x&(y&z)),1*(z^(x&(y|z)))+8*~(~x|(~y|z)),9*~(~x|(~y|z))+1*(~x&(~y&z))+1*(~x&(y&z)),9*~(~x|(~y|z))+1*(~x&(~y&z))+1*(~x&(y&z)),True,0.01012420654296875
-6*~(x|(y^z))+4*(~(x^y)|(x^z))+2*((x&y)^(y|~z))-2*~(x|(~y|z))+5*~(~x|(y|z))-4*~(~x|(~y|z))-4*(~x&(~y&z))+11*(~x&(y&z))-4*(x&(y&z)),11*((x^y)&(x^z)),11*((x^y)&(x^z)),11*((x^y)&(x^z)),True,0.009701728820800781
1*~(x^(~y&z))+5*(z^(x|(y|z)))+2*(y^~(~x&(y&z)))-3*~(x|(y|z))-7*~(~x|(y|z))-5*~(~x|(~y|z))-2*(~x&(~y&z))-3*(~x&(y&z))-3*(x&(~y&z)),6*~(x|(~y|z)),6*~(x|(~y|z)),6*~(x|(~y|z)),True,0.009586334228515625
-7*(z^(x&(y|z)))+1*(y&~(x&~z))-1*(y^(x|(y^z)))-5*(y^~(~x|(~y&z)))+4*~(x|(~y|z))+7*~(~x|(~y|z))+8*(~x&(~y&z))+1*(x&(~y&z))-1*(x&(y&z)),-12*(~x&(y&z))-6*~(~x|(y|z)),-6*~(~x|(y|z))-12*(~x&(y&z)),-6*~(~x|(y|z))-12*(~x&(y&z)),True,0.009898900985717773
7*(~z|(x^y))+2*(y^(~x|(y^z)))-14*~(x|(y|z))-7*~(x|(~y|z))-12*~(~x|(~y|z))-7*(~x&(~y&z))-12*(~x&(y&z))-9*(x&(~y&z))-7*(x&(y&z)),-5*(y^~(x|(y&z)))+7*~(~x|(y|z)),-5*~(x|(y|z))+7*~(~x|(y|z))-5*~(~x|(~y|z))-5*(~x&(~y&z))-5*(~x&(y&z))-5*(x&(y&z)),-5*~(x|(y|z))+7*~(~x|(y|z))-5*~(~x|(~y|z))-5*(~x&(~y&z))-5*(~x&(y&z))-5*(x&(y&z)),True,0.010882139205932617
1*~(~x|(~y&z))+5*((y&z)^~(x&(y^z)))+1*(~(x&~y)&~(x^(y^z)))-6*~(x|(y|z))-5*~(x|(~y|z))-6*~(~x|(y|z))-2*~(~x|(~y|z))-1*(~x&(y&z))-1*(x&(y&z)),5*(~x&(~y&z)),5*(~x&(~y&z)),5*(~x&(~y&z)),True,0.009652853012084961
-7*(z^~(x|(y&z)))+3*(y^~(x&(~y|z)))+1*((x^y)|(x^z))+6*~(x|(~y|z))-5*~(~x|(y|z))-5*~(~x|(~y|z))-8*(~x&(~y&z))+2*(~x&(y&z))+6*(x&(~y&z)),-4*(~(x^y)|(x^z)),-4*(~(x^y)|(x^z)),-4*(~(x^y)|(x^z)),True,0.009656429290771484
5*((x^y)&~(x^z))-1*(y^(x|~z))+2*((x&~y)|(y^z))+1*~(x|(y|z))-7*~(x|(~y|z))-1*~(~x|(y|z))-2*~(~x|(~y|z))+1*(~x&(y&z))-6*(x&(~y&z)),2*(~x&(~y&z)),2*(~x&(~y&z)),2*(~x&(~y&z)),True,0.009590864181518555
-6*(~(x^y)&(x^z))-2*(y^~(x&(y&z)))+1*~(x|(y|z))+2*~(~x|(y|z))+6*~(~x|(~y|z))+7*(~x&(~y&z))-1*(~x&(y&z))+1*(x&(~y&z))+2*(x&(y&z)),-1*((y&~z)^(~x|(y^z))),-1*((y&~z)^(~x|(y^z))),-1*((y&~z)^(~x|(y^z))),True,0.009727239608764648
-7*(x^(y^z))-2*(x|(~y&z))-2*~(x|(y|z))+5*~(x|(~y|z))+9*~(~x|(y|z))+2*~(~x|(~y|z))+7*(~x&(~y&z))+2*(x&(~y&z))+7*(x&(y&z)),-2*~(x^(y&z)),-2*~(x^(y&z)),-2*~(x^(y&z)),True,0.009651660919189453
-7*((x^y)&~(x^z))+5*(~z|~(x^y))-3*~(x|(y|z))+4*~(x|(~y|z))-3*~(~x|(y|z))-3*~(~x|(~y|z))-3*(~x&(~y&z))+9*(x&(~y&z))-5*(x&(y&z)),2*~(y&z),2*~(y&z),2*~(y&z),True,0.009608030319213867
-1*(z^(~x&(y|z)))+1*((x&~y)|~(x^(y^z)))-2*(y^(x|(~y|z)))+1*~(x|(y|z))+1*~(~x|(y|z))-1*~(~x|(~y|z))+2*(~x&(~y&z))-1*(~x&(y&z))+2*(x&(~y&z)),-3*~(x|(~y|z))-1*(x&(y&z)),-3*~(x|(~y|z))-1*(x&(y&z)),-3*~(x|(~y|z))-1*(x&(y&z)),True,0.009914159774780273
-7*~(x&~z)-7*(~z&~(x^y))+3*(y^z)+14*~(x|(y|z))+4*~(x|(~y|z))+4*~(~x|(~y|z))+7*(~x&(y&z))+4*(x&(~y&z))+7*(x&(y&z)),-4*(~x&(~y&z)),-4*(~x&(~y&z)),-4*(~x&(~y&z)),True,0.0095672607421875
11*(y^(x|(~y&z)))-6*~(x&(y|z))+2*((x^y)|~(x^z))+4*~(x|(y|z))-7*~(x|(~y|z))-5*~(~x|(y|z))-3*(~x&(~y&z))-7*(~x&(y&z))-2*(x&(y&z)),2*(~y&(x^z))+13*(x&(~y&z)),2*~(~x|(y|z))+2*(~x&(~y&z))+13*(x&(~y&z)),2*~(~x|(y|z))+2*(~x&(~y&z))+13*(x&(~y&z)),True,0.010062694549560547
-1*((x&z)|~(y|z))-6*(z^~(x&~y))-6*(x&~y)+1*(z^(~x|(y&z)))+6*~(x|(y|z))+5*~(x|(~y|z))+7*~(~x|(y|z))+6*~(~x|(~y|z))+1*(x&(y&z)),-12*(x&(~y&z)),-12*(x&(~y&z)),-12*(x&(~y&z)),True,0.00966334342956543
-3*(y^~(~x|(y^z)))+2*(z^(x|(y&z)))+1*~(x|(y|z))+4*~(x|(~y|z))+2*~(~x|(y|z))+2*~(~x|(~y|z))-1*(~x&(~y&z))+4*(~x&(y&z))+1*(x&(y&z)),1*~(x&(~y&z)),1*~(x&(~y&z)),1*~(x&(~y&z)),True,0.009603500366210938
-3*(~x&(y^z))+3*((x&y)^~(x^(~y|z)))-11*~(x|(y|z))-11*~(x|(~y|z))+8*~(~x|(y|z))-14*~(~x|(~y|z))+14*(~x&(~y&z))+11*(~x&(y&z))+8*(x&(~y&z)),-11*(z^(~x|(y|z)))+11*(y^(x|(y^z))),-11*~(x|(y|z))-11*~(x|(~y|z))+11*~(~x|(y|z))-11*~(~x|(~y|z))+11*(~x&(~y&z))+11*(~x&(y&z))+11*(x&(~y&z)),-11*~(x|(y|z))-11*~(x|(~y|z))+11*~(~x|(y|z))-11*~(~x|(~y|z))+11*(~x&(~y&z))+11*(~x&(y&z))+11*(x&(~y&z)),True,0.011184453964233398
7*~(x|~z)-3*(~z&(x^y))-2*(z^~(x&~y))+2*~(x|(y|z))+5*~(x|(~y|z))+3*~(~x|(y|z))+2*~(~x|(~y|z))-7*(~x&(~y&z))-7*(~x&(y&z)),-2*(x&(~y&z)),-2*(x&(~y&z)),-2*(x&(~y&z)),True,0.009728431701660156
-2*((x&z)^(x^(y&z)))-11*(y^~(~x|(y^z)))+5*~(x|y)-5*~(x|(y|z))+11*~(x|(~y|z))+13*~(~x|(~y|z))-5*(~x&(~y&z))+13*(~x&(y&z))+2*(x&(y&z)),-13*~(~x|(y|z)),-13*~(~x|(y|z)),-13*~(~x|(y|z)),True,0.009663820266723633
-7*(x^(~y|z))-1*((x|y)&(x^(y^z)))+9*~(x|(y|z))+1*~(x|(~y|z))+3*~(~x|(y|z))+7*~(~x|(~y|z))+9*(~x&(~y&z))+9*(~x&(y&z))+1*(x&(y&z)),2*((x&z)^~(y&~z)),2*((x&z)^~(y&~z)),2*((x&z)^~(y&~z)),True,0.009666919708251953
-5*((y&z)^~(~x&(y^z)))+1*~(x|y)+4*~(x|(y|z))-7*~(x|(~y|z))+5*~(~x|(y|z))-2*~(~x|(~y|z))-1*(~x&(~y&z))-2*(x&(~y&z))-7*(x&(y&z)),-7*((x&z)|(y&~z)),-7*((x&z)|(y&~z)),-7*((x&z)|(y&~z)),True,0.009598970413208008
1*(z^~(~x&(y&z)))-2*(~x|(~y&z))-11*(y&~z)+1*~(x|(y|z))+12*~(x|(~y|z))-1*~(~x|(y|z))+2*(~x&(~y&z))+1*(~x&(y&z))+2*(x&(~y&z)),-10*~(~x|(~y|z)),-10*~(~x|(~y|z)),-10*~(~x|(~y|z)),True,0.009593486785888672
-1*((x&z)|(y&~z))-5*(z^~(~x|(~y&z)))+11*(y^~(~x&(~y|z)))+1*~(x|(~y|z))+6*~(~x|(~y|z))+5*(~x&(~y&z))-6*(~x&(y&z))-5*(x&(~y&z))+1*(x&(y&z)),6*~(~x|(y|z)),6*~(~x|(y|z)),6*~(~x|(y|z)),True,0.00964808464050293
11*(z^~(x|(y&z)))+1*(~y|(x^z))-1*(y&~(x&~z))-12*~(x|(y|z))-10*~(x|(~y|z))-1*~(~x|(y|z))-1*(~x&(~y&z))-11*(~x&(y&z))-12*(x&(~y&z)),1*~(~x|(~y|z))+10*(x&(y&z)),1*~(~x|(~y|z))+10*(x&(y&z)),1*~(~x|(~y|z))+10*(x&(y&z)),True,0.00991964340209961
2*((x&y)|(x^(y^z)))-2*((x|y)&(y^z))-11*((x&y)|~(y|z))+5*(z^~(~x&(~y&z)))-5*~(x|(~y|z))+4*~(~x|(y|z))-7*(~x&(~y&z))+2*(x&(~y&z))+9*(x&(y&z)),-6*~(~x|(~y|z))-6*~(x|(y|z)),-6*(~z&~(x^y)),-6*(~z&~(x^y)),True,0.009590864181518555
-6*(x^(~y&z))+7*((x&y)|~(y|z))-1*(y&(x|~z))+2*(z|(x&~y))-7*~(x|(y|z))+1*~(x|(~y|z))-3*~(~x|(y|z))-2*(~x&(y&z))-2*(x&(~y&z)),-4*(~x&(~y&z))+2*(x&(y&z)),-4*(~x&(~y&z))+2*(x&(y&z)),-4*(~x&(~y&z))+2*(x&(y&z)),True,0.00989389419555664
2*(z&(x|~y))-6*(~z&(x^y))-1*(~(x&~y)&(y^z))+3*~(x|(~y|z))+6*~(~x|(y|z))+1*~(~x|(~y|z))-5*(~x&(~y&z))-6*(x&(~y&z))-6*(x&(y&z)),-4*(z^~(x|~y)),-4*(z^~(x|~y)),-4*(z^~(x|~y)),True,0.009640693664550781
-6*(y&(x|~z))+3*z-11*(y^~(~x&(~y&z)))+11*~(x|(y|z))+6*~(x|(~y|z))+6*~(~x|(~y|z))-3*(~x&(~y&z))-3*(~x&(y&z))+3*(x&(y&z)),-8*(x&(~y&z))-11*~(~x|(y|z)),-11*~(~x|(y|z))-8*(x&(~y&z)),-11*~(~x|(y|z))-8*(x&(~y&z)),True,0.009857177734375
-2*(y^~(x|~z))-7*(x^(~y&z))-1*(~(x&y)&(x^(y^z)))+2*~(x|(y|z))+5*~(x|(~y|z))+8*~(~x|(y|z))+12*(~x&(~y&z))+2*(~x&(y&z))+9*(x&(y&z)),-11*~(~x|(~y|z))+2*~(x&(~y|z)),2*~(x|(y|z))+2*~(x|(~y|z))-9*~(~x|(~y|z))+2*(~x&(~y&z))+2*(~x&(y&z)),2*~(x|(y|z))+2*~(x|(~y|z))-9*~(~x|(~y|z))+2*(~x&(~y&z))+2*(~x&(y&z)),True,0.010657310485839844
-11*(~x&(~y|z))-3*(y^~(x|~z))+7*~(x&(y|z))+4*~(x|(y|z))-4*~(x|(~y|z))+3*~(~x|(~y|z))+7*(~x&(~y&z))+4*(~x&(y&z))+3*(x&(y&z)),7*~(~x|(y|z)),7*~(~x|(y|z)),7*~(~x|(y|z)),True,0.009620428085327148
4*((x&z)|(y&~z))+1*(y&~(x&~z))-6*((x&z)^~(y&~z))+6*~(x|(y|z))-5*~(x|(~y|z))+6*~(~x|(y|z))+6*(~x&(~y&z))+5*(~x&(y&z))-5*(x&(y&z)),4*~(~x|(~y|z))+4*(x&(~y&z)),4*(x&(y^z)),4*(x&(y^z)),True,0.009588956832885742
-7*(z^~(~x&(~y|z)))+1*(z^~(x|~y))-11*~(x|(y|z))+6*~(x|(~y|z))+7*~(~x|(y|z))-4*~(~x|(~y|z))-5*(~x&(~y&z))+7*(~x&(y&z))-12*(x&(y&z)),-11*~(x^y)+1*(x&(~y&z)),-11*~(x|(y|z))-11*~(~x|(~y|z))-11*(~x&(~y&z))+1*(x&(~y&z))-11*(x&(y&z)),-11*~(x|(y|z))-11*~(~x|(~y|z))-11*(~x&(~y&z))+1*(x&(~y&z))-11*(x&(y&z)),True,0.010567903518676758
5*(~(x&y)&(y^z))-11*((x|~y)&(x^(y^z)))-2*((x|y)&(y^z))-1*~(x|(~y|z))+11*~(~x|(y|z))+4*~(~x|(~y|z))+6*(~x&(~y&z))-3*(x&(~y&z))+13*(x&(y&z)),2*(y^~(x|(y^z)))-2*~(x|(y|z)),2*(y&(x|~z)),2*(y&(x|~z)),True,0.009668111801147461
-3*((y&z)|(~x&(y|z)))-1*((x&~y)|(x^(y^z)))-1*(y^~(x&(y^z)))+1*~(x|(y|z))+4*~(x|(~y|z))+2*~(~x|(y|z))+5*(~x&(~y&z))+3*(~x&(y&z))+4*(x&(y&z)),-1*(x&(~y&z))-1*~(~x|(~y|z)),-1*(x&(y^z)),-1*(x&(y^z)),True,0.009481668472290039
-5*(x&z)-5*(y^~(x&(~y&z)))-7*~(x&z)+7*~(x|(y|z))+7*~(x|(~y|z))+7*~(~x|(~y|z))+12*(~x&(~y&z))+2*(~x&(y&z))+5*(x&(~y&z)),-12*~(~x|(y|z))-5*(~(x&~y)&~(y^z)),-5*~(x|(y|z))-12*~(~x|(y|z))-5*(~x&(y&z))-5*(x&(y&z)),-5*~(x|(y|z))-12*~(~x|(y|z))-5*(~x&(y&z))-5*(x&(y&z)),True,0.010323762893676758
11*(x|(~y|z))+2*(y|(x&z))-16*~(x|(y|z))-7*~(x|(~y|z))-13*~(~x|(~y|z))-11*(~x&(~y&z))-13*(~x&(y&z))-13*(x&(~y&z))-18*(x&(y&z)),-5*(z^(~x|(~y&z)))+11*~(~x|(y|z)),-5*~(x|(y|z))-5*~(x|(~y|z))+11*~(~x|(y|z))-5*(x&(y&z)),-5*~(x|(y|z))-5*~(x|(~y|z))+11*~(~x|(y|z))-5*(x&(y&z)),True,0.010255575180053711
1*(~(x|~y)|(y^z))-4*~(x|(y|z))+6*~(x|(~y|z))+7*~(~x|(y|z))-5*~(~x|(~y|z))+6*(~x&(~y&z))+10*(~x&(y&z))-1*(x&(~y&z))+11*(x&(y&z)),11*(~(x|~y)|(x^(y^z)))-4*(z^~(~x&(~y&z))),-4*~(x|(y|z))+7*~(x|(~y|z))+7*~(~x|(y|z))-4*~(~x|(~y|z))+7*(~x&(~y&z))+11*(~x&(y&z))+11*(x&(y&z)),-4*~(x|(y|z))+7*~(x|(~y|z))+7*~(~x|(y|z))-4*~(~x|(~y|z))+7*(~x&(~y&z))+11*(~x&(y&z))+11*(x&(y&z)),True,0.0111541748046875
1*~(y|~z)-1*((x^y)|~(x^z))+2*(~(x|~y)|~(x^(y^z)))-2*~(x|(y|z))-2*~(x|(~y|z))+1*~(~x|(y|z))-3*~(~x|(~y|z))-1*(~x&(~y&z))-2*(~x&(y&z)),-1*(y|~(x^z))+3*(x&(~y&z)),-1*~(x|(y|z))-1*~(x|(~y|z))-1*~(~x|(~y|z))-1*(~x&(y&z))+2*(x&(~y&z))-1*(x&(y&z)),-1*~(x|(y|z))-1*~(x|(~y|z))-1*~(~x|(~y|z))-1*(~x&(y&z))+2*(x&(~y&z))-1*(x&(y&z)),True,0.010935306549072266
1*((y&z)^~(~x&(y^z)))+2*(z^~(x|(~y&z)))+1*(~(x|~y)|~(x^(y^z)))-4*~(x|(y|z))-1*~(~x|(y|z))-2*(~x&(~y&z))-1*(~x&(y&z))-4*(x&(~y&z))-2*(x&(y&z)),2*~(~x|(~y|z))+3*~(x|(~y|z)),3*~(x|(~y|z))+2*~(~x|(~y|z)),3*~(x|(~y|z))+2*~(~x|(~y|z)),True,0.009907960891723633
3*(~y&(x^z))+3*(y|~(x|z))+5*(y|(x&~z))+1*(x^(y|z))-3*~(x|(y|z))-9*~(x|(~y|z))-4*(~x&(~y&z))-9*(~x&(y&z))-8*(x&(y&z)),9*~(~x|(y|z))+8*~(~x|(~y|z)),9*~(~x|(y|z))+8*~(~x|(~y|z)),9*~(~x|(y|z))+8*~(~x|(~y|z)),True,0.009865283966064453
1*(~(x&y)&(y^z))-5*~x+4*~(x|(y|z))+3*~(x|(~y|z))-1*~(~x|(~y|z))+4*(~x&(~y&z))+4*(~x&(y&z))-2*(x&(~y&z))-1*(x&(y&z)),-1*(y|~(x^z)),-1*(y|~(x^z)),-1*(y|~(x^z)),True,0.009581804275512695
4*(x&(~y|z))+2*(y^~(x|z))-1*(~(x^y)|(x^z))+11*(z&~(x&~y))-3*~(~x|(y|z))-1*~(~x|(~y|z))-10*(~x&(~y&z))-4*(x&(~y&z))-16*(x&(y&z)),1*~(x|(y|z))+12*(~x&(y&z)),1*~(x|(y|z))+12*(~x&(y&z)),1*~(x|(y|z))+12*(~x&(y&z)),True,0.009929180145263672
11*(z|~(x|~y))-7*(z^(x|y))+7*~(x|(y|z))-4*~(x|(~y|z))+7*~(~x|(y|z))+3*(~x&(~y&z))-11*(~x&(y&z))-11*(x&(~y&z))-11*(x&(y&z)),7*(y^(~x|(y&z)))-14*~(~x|(~y|z)),7*~(x|(y|z))-7*~(~x|(~y|z))+7*(~x&(~y&z)),7*~(x|(y|z))-7*~(~x|(~y|z))+7*(~x&(~y&z)),True,0.010148763656616211
-1*(x^(y^z))-7*(~x|(y&z))-1*((x&z)^(x^(~y&z)))+7*~(x|(y|z))+2*~(~x|(y|z))+1*~(~x|(~y|z))+7*(~x&(y&z))+1*(x&(~y&z))+8*(x&(y&z)),-8*~(x|(~y|z))-9*(~x&(~y&z)),-8*~(x|(~y|z))-9*(~x&(~y&z)),-8*~(x|(~y|z))-9*(~x&(~y&z)),True,0.009916305541992188
