#complex,groundtruth,simplifiedcomplex,simplifiedgroundtruth,z3flag,simtime
-3*(~(x&~y)&(x^(y^z)))+11*((x^y)&(x^z))+1*(y|z)+2*~(x|(~y|z))-11*~(~x|(y|z))-12*(~x&(y&z))-1*(x&(~y&z))+2*(x&(y&z)),-2*(~x&(~y&z))+1*~(~x|(~y|z)),1*~(~x|(~y|z))-2*(~x&(~y&z)),1*~(~x|(~y|z))-2*(~x&(~y&z)),True,0.00203704833984375
4*(~(x^y)&~(x^z))+4*(y|(x&z))-5*~(x|(y|z))-4*~(x|(~y|z))-5*~(~x|(~y|z))-4*(~x&(y&z))-5*(x&(~y&z))-8*(x&(y&z)),-1*((x|~y)&~(x^(y^z))),-1*((x|~y)&~(x^(y^z))),-1*((x|~y)&~(x^(y^z))),True,0.0019779205322265625
5*((x|~y)&~(x^(y^z)))+7*(~(x|y)|~(x^(y^z)))+1*(y^(x&(y^z)))-12*~(x|(y|z))-1*~(x|(~y|z))-8*(~x&(y&z))-13*(x&(~y&z))-1*(x&(y&z)),12*~(~x|(~y|z))+7*(~x&(~y&z)),12*~(~x|(~y|z))+7*(~x&(~y&z)),12*~(~x|(~y|z))+7*(~x&(~y&z)),True,0.002001523971557617
1*((x&y)^(x^(y&z)))-11*(z&~(x&y))-3*~(~x|(y|z))+2*~(~x|(~y|z))+9*(~x&(~y&z))+12*(~x&(y&z))+8*(x&(~y&z))-1*(x&(y&z)),-2*(y^(x|(~y|z)))+2*((y&~z)|~(x|(~y&z))),-2*~(~x|(y|z))+2*~(~x|(~y|z))-2*(~x&(~y&z))+2*(~x&(y&z))-2*(x&(~y&z)),-2*~(~x|(y|z))+2*~(~x|(~y|z))-2*(~x&(~y&z))+2*(~x&(y&z))-2*(x&(~y&z)),True,0.002020597457885742
-2*(y^~(~x&(y|z)))-1*(z|(x&y))+1*((x|~y)&~(x^(y^z)))+1*~(x|(y|z))+2*~(x|(~y|z))+2*~(~x|(y|z))+1*(~x&(~y&z))+3*(~x&(y&z))+1*(x&(y&z)),-2*(x&(~y&z)),-2*(x&(~y&z)),-2*(x&(~y&z)),True,0.002004861831665039
5*(y^(~x&(y^z)))-11*(z^~(x&(~y&z)))+2*(~(x&y)&~(y^z))+9*~(x|(y|z))+11*~(x|(~y|z))+9*~(~x|(y|z))+6*~(~x|(~y|z))-5*(~x&(~y&z))-7*(~x&(y&z)),5*(x&(y&z))-11*(x&(~y&z)),-11*(x&(~y&z))+5*(x&(y&z)),-11*(x&(~y&z))+5*(x&(y&z)),True,0.002075672149658203
4*~(x|y)-1*(~(x|y)|(x^(y^z)))+4*x+1*~(x|(~y|z))-3*~(~x|(y|z))-4*~(~x|(~y|z))-3*(~x&(~y&z))-4*(x&(~y&z))-3*(x&(y&z)),3*~(x|(y|z)),3*~(x|(y|z)),3*~(x|(y|z)),True,0.001956939697265625
-11*~(x&(~y|z))+11*~(x|(y|z))+11*~(x|(~y|z))-7*~(~x|(y|z))+22*~(~x|(~y|z))+4*(~x&(~y&z))+11*(~x&(y&z))-7*(x&(~y&z))+11*(x&(y&z)),-7*(y^(x|(y|z)))+11*(x&y),-7*~(~x|(y|z))+11*~(~x|(~y|z))-7*(~x&(~y&z))-7*(x&(~y&z))+11*(x&(y&z)),-7*~(~x|(y|z))+11*~(~x|(~y|z))-7*(~x&(~y&z))-7*(x&(~y&z))+11*(x&(y&z)),True,0.0019795894622802734
-3*(z^~(x|(y&z)))+2*((x&~y)|~(x^(y^z)))-5*~(x^(y&z))-2*~(~x&(y^z))+8*~(x|(y|z))+8*~(x|(~y|z))+5*(~x&(~y&z))+3*(x&(~y&z))+10*(x&(y&z)),-3*(~x&(y&z)),-3*(~x&(y&z)),-3*(~x&(y&z)),True,0.002044200897216797
-11*(~(x|y)|~(x^(y^z)))-7*(~x&(~y|z))+5*(z^~(x&(y|z)))+13*~(x|(y|z))-5*~(x|(~y|z))-5*~(~x|(y|z))+11*~(~x|(~y|z))+23*(~x&(~y&z))+6*(x&(~y&z)),5*(z&~(x&~y))-23*(~x&(y&z)),5*(~x&(~y&z))-18*(~x&(y&z))+5*(x&(y&z)),5*(~x&(~y&z))-18*(~x&(y&z))+5*(x&(y&z)),True,0.002115964889526367
1*(~x|(~y&z))+1*((x&z)|(y&~z))-5*~(x&(y|z))+4*~(x|(y|z))+5*~(~x|(y|z))-1*~(~x|(~y|z))+4*(~x&(~y&z))+4*(~x&(y&z))-2*(x&(~y&z)),-3*~(x|(~y|z))+1*(x&(y&z)),-3*~(x|(~y|z))+1*(x&(y&z)),-3*~(x|(~y|z))+1*(x&(y&z)),True,0.001986980438232422
-1*(y^(x|(~y&z)))+11*(~(x^y)|~(x^z))+1*(y^(~x|(y|z)))-12*~(x|(y|z))+1*~(~x|(y|z))-11*~(~x|(~y|z))-11*(~x&(~y&z))-12*(x&(~y&z))-12*(x&(y&z)),-1*(z&(x|y))+10*~(x|(~y|z)),10*~(x|(~y|z))-1*(~x&(y&z))-1*(x&(~y&z))-1*(x&(y&z)),10*~(x|(~y|z))-1*(~x&(y&z))-1*(x&(~y&z))-1*(x&(y&z)),True,0.0020246505737304688
2*((x&y)^~(x^(y&z)))+2*(y^~(~x&(y^z)))+1*~(x^(y&z))-5*~(x|(y|z))-2*~(~x|(y|z))-2*~(~x|(~y|z))+4*(~x&(~y&z))+5*(x&(~y&z))+6*(x&(y&z)),5*~(x|(~y|z))+7*(z&(x|~y)),5*~(x|(~y|z))+7*(~x&(~y&z))+7*(x&(~y&z))+7*(x&(y&z)),5*~(x|(~y|z))+7*(~x&(~y&z))+7*(x&(~y&z))+7*(x&(y&z)),True,0.0020792484283447266
-1*((x^y)&(x^z))-11*(x&(y^z))-11*(~(x|~y)|~(x^(y^z)))+18*~(x|(y|z))+18*~(x|(~y|z))+1*~(~x|(y|z))+29*~(~x|(~y|z))+12*(~x&(y&z))+22*(x&(~y&z)),-7*(~x&(~y&z))+7*((x&y)^~(x^(y&z))),7*(z^(~x|(y|z))),7*(z^(~x|(y|z))),True,0.0020363330841064453
2*~(x&(~y&z))-1*(y&~(x^z))+3*(y^~(~x&(y|z)))-5*~(x|(y|z))-5*~(~x|(y|z))-2*~(~x|(~y|z))-2*(~x&(~y&z))-5*(~x&(y&z))-3*(x&(~y&z)),1*(x&(y&z))+4*~(x|(~y|z)),4*~(x|(~y|z))+1*(x&(y&z)),4*~(x|(~y|z))+1*(x&(y&z)),True,0.0019953250885009766
-1*~(x|z)-7*(x&~z)-1*~(x|(y|z))-1*~(x|(~y|z))+5*~(~x|(y|z))+7*~(~x|(~y|z))-2*(~x&(~y&z))-2*(~x&(y&z))-2*(x&(~y&z)),-2*(~x|(~y|z))+2*(x&(y&z)),-2*~(x&y),-2*~(x&y),True,0.0019919872283935547
1*((y&z)^~(x&(y^z)))+4*(z^(x|(~y|z)))-1*(y^(~x|(y^z)))+7*(y|~z)-11*~(x|(y|z))-8*~(x|(~y|z))-11*~(~x|(~y|z))-7*(~x&(y&z))-6*(x&(y&z)),12*~(~x|(y|z))-1*(x&(~y&z)),12*~(~x|(y|z))-1*(x&(~y&z)),12*~(~x|(y|z))-1*(x&(~y&z)),True,0.0020809173583984375
-7*((x&y)^(y|~z))+1*(~y|~(x^z))+9*~(x|(y|z))+6*~(x|(~y|z))+9*~(~x|(y|z))+2*(~x&(~y&z))+7*(~x&(y&z))+2*(x&(~y&z))-1*(x&(y&z)),3*~y,3*~y,3*~y,True,0.001963376998901367
-7*(y&(x|z))+3*(~x|(y&z))-5*((x|~y)&(x^(y^z)))-3*~(x|(~y|z))+5*~(~x|(y|z))+7*~(~x|(~y|z))+2*(~x&(~y&z))+4*(~x&(y&z))+9*(x&(y&z)),3*~(x|(y|z)),3*~(x|(y|z)),3*~(x|(y|z)),True,0.0020279884338378906
1*(y|(x^z))+2*(~z&~(x^y))-6*(x|(~y&z))-2*~(x|(y|z))+5*~(~x|(y|z))+3*~(~x|(~y|z))-1*(~x&(y&z))+7*(x&(~y&z))+5*(x&(y&z)),-5*(~x&(~y&z))+1*((x^y)&~(x^z)),1*~(x|(~y|z))-5*(~x&(~y&z))+1*(x&(~y&z)),1*~(x|(~y|z))-5*(~x&(~y&z))+1*(x&(~y&z)),True,0.0019905567169189453
-5*(~y|~(x^z))+5*(x|~y)-3*(y|(x&~z))+4*~(x|(~y|z))+3*~(~x|(y|z))-2*~(~x|(~y|z))-4*(~x&(~y&z))+3*(~x&(y&z))+3*(x&(y&z)),-4*(~x&(y^z)),-4*(~x&(y^z)),-4*(~x&(y^z)),True,0.0019373893737792969
-6*(z|~(x|y))+4*~(x|(y|z))-1*~(x|(~y|z))-2*~(~x|(y|z))-2*~(~x|(~y|z))+5*(~x&(~y&z))+4*(~x&(y&z))+4*(x&(~y&z))+5*(x&(y&z)),-1*~(x&~x)-1*((x&~y)|~(x^(y^z))),-2*~(x|(y|z))-1*~(x|(~y|z))-2*~(~x|(y|z))-2*~(~x|(~y|z))-1*(~x&(~y&z))-2*(~x&(y&z))-2*(x&(~y&z))-1*(x&(y&z)),-2*~(x|(y|z))-1*~(x|(~y|z))-2*~(~x|(y|z))-2*~(~x|(~y|z))-1*(~x&(~y&z))-2*(~x&(y&z))-2*(x&(~y&z))-1*(x&(y&z)),True,0.0020482540130615234
4*(~x|(y&z))-1*((x&y)|~(y^z))+2*(y&(x|~z))-7*(z^(~x|(~y&z)))+1*~(x|(~y|z))-1*~(~x|(~y|z))-4*(~x&(~y&z))-3*(~x&(y&z))+2*(x&(y&z)),-4*~(x|(y|z))-1*~(~x|(y|z)),-4*~(x|(y|z))-1*~(~x|(y|z)),-4*~(x|(y|z))-1*~(~x|(y|z)),True,0.002004384994506836
-5*((x&~y)|(y^z))+3*((x&~y)|~(x^(y^z)))+4*((x&z)^~(y&~z))+1*(~y&(x^z))-7*~(x|(y|z))+5*~(x|(~y|z))-3*~(~x|(y|z))+2*~(~x|(~y|z))-7*(~x&(y&z)),-2*(x&(~y&z)),-2*(x&(~y&z)),-2*(x&(~y&z)),True,0.0019898414611816406
-7*(y|(x^z))+2*(y^(x&(y|z)))+3*(y^~(x&(y^z)))-3*~(x|(y|z))+5*~(x|(~y|z))+4*~(~x|(~y|z))+4*(~x&(~y&z))-2*(x&(~y&z))+7*(x&(y&z)),-5*(~x&(y&z))-4*~(~x|(y|z)),-4*~(~x|(y|z))-5*(~x&(y&z)),-4*~(~x|(y|z))-5*(~x&(y&z)),True,0.0020110607147216797
1*(x^z)-11*(z^~(~x&(y&z)))+10*~(x|(y|z))+10*~(x|(~y|z))+9*~(~x|(y|z))+9*~(~x|(~y|z))-1*(~x&(~y&z))+9*(~x&(y&z))-1*(x&(~y&z)),-1*(~z|(x^y)),-1*(~z|(x^y)),-1*(~z|(x^y)),True,0.0020143985748291016
5*((x&y)|~(x^(y^z)))-2*(z^(x|(~y|z)))-1*(y^~(~x&(y&z)))-11*(y^(~x|(~y|z)))+14*~(~x|(y|z))+8*~(~x|(~y|z))+12*(~x&(~y&z))+7*(x&(~y&z))-5*(x&(y&z)),4*(~x&(y&z))-9*~(x|(y|z)),-9*~(x|(y|z))+4*(~x&(y&z)),-9*~(x|(y|z))+4*(~x&(y&z)),True,0.002084970474243164
2*((y&z)^~(~x&(y^z)))-3*(x&y)-6*(y^(x|~z))+15*~(x|(y|z))+15*~(~x|(y|z))+12*~(~x|(~y|z))+17*(~x&(y&z))+4*(x&(~y&z))+3*(x&(y&z)),11*(z^(x|~y)),11*(z^(x|~y)),11*(z^(x|~y)),True,0.0019762516021728516
4*((y&~z)|~(~x|(~y&z)))+5*(~(x|y)|~(x^(y^z)))-5*~(x|(y|z))-4*~(x|(~y|z))-4*~(~x|(y|z))-4*(~x&(~y&z))-4*(~x&(y&z))-5*(x&(~y&z))-4*(x&(y&z)),1*(z^(x&(y|z)))+8*~(~x|(~y|z)),9*~(~x|(~y|z))+1*(~x&(~y&z))+1*(~x&(y&z)),9*~(~x|(~y|z))+1*(~x&(~y&z))+1*(~x&(y&z)),True,0.002024412155151367
-6*~(x|(y^z))+4*(~(x^y)|(x^z))+2*((x&y)^(y|~z))-2*~(x|(~y|z))+5*~(~x|(y|z))-4*~(~x|(~y|z))-4*(~x&(~y&z))+11*(~x&(y&z))-4*(x&(y&z)),11*((x^y)&(x^z)),11*((x^y)&(x^z)),11*((x^y)&(x^z)),True,0.0020334720611572266
1*~(x^(~y&z))+5*(z^(x|(y|z)))+2*(y^~(~x&(y&z)))-3*~(x|(y|z))-7*~(~x|(y|z))-5*~(~x|(~y|z))-2*(~x&(~y&z))-3*(~x&(y&z))-3*(x&(~y&z)),6*~(x|(~y|z)),6*~(x|(~y|z)),6*~(x|(~y|z)),True,0.0020356178283691406
-7*(z^(x&(y|z)))+1*(y&~(x&~z))-1*(y^(x|(y^z)))-5*(y^~(~x|(~y&z)))+4*~(x|(~y|z))+7*~(~x|(~y|z))+8*(~x&(~y&z))+1*(x&(~y&z))-1*(x&(y&z)),-12*(~x&(y&z))-6*~(~x|(y|z)),-6*~(~x|(y|z))-12*(~x&(y&z)),-6*~(~x|(y|z))-12*(~x&(y&z)),True,0.002060413360595703
7*(~z|(x^y))+2*(y^(~x|(y^z)))-14*~(x|(y|z))-7*~(x|(~y|z))-12*~(~x|(~y|z))-7*(~x&(~y&z))-12*(~x&(y&z))-9*(x&(~y&z))-7*(x&(y&z)),-5*(y^~(x|(y&z)))+7*~(~x|(y|z)),-5*~(x|(y|z))+7*~(~x|(y|z))-5*~(~x|(~y|z))-5*(~x&(~y&z))-5*(~x&(y&z))-5*(x&(y&z)),-5*~(x|(y|z))+7*~(~x|(y|z))-5*~(~x|(~y|z))-5*(~x&(~y&z))-5*(~x&(y&z))-5*(x&(y&z)),True,0.0020492076873779297
1*~(~x|(~y&z))+5*((y&z)^~(x&(y^z)))+1*(~(x&~y)&~(x^(y^z)))-6*~(x|(y|z))-5*~(x|(~y|z))-6*~(~x|(y|z))-2*~(~x|(~y|z))-1*(~x&(y&z))-1*(x&(y&z)),5*(~x&(~y&z)),5*(~x&(~y&z)),5*(~x&(~y&z)),True,0.002011537551879883
-7*(z^~(x|(y&z)))+3*(y^~(x&(~y|z)))+1*((x^y)|(x^z))+6*~(x|(~y|z))-5*~(~x|(y|z))-5*~(~x|(~y|z))-8*(~x&(~y&z))+2*(~x&(y&z))+6*(x&(~y&z)),-4*(~(x^y)|(x^z)),-4*(~(x^y)|(x^z)),-4*(~(x^y)|(x^z)),True,0.002099275588989258
5*((x^y)&~(x^z))-1*(y^(x|~z))+2*((x&~y)|(y^z))+1*~(x|(y|z))-7*~(x|(~y|z))-1*~(~x|(y|z))-2*~(~x|(~y|z))+1*(~x&(y&z))-6*(x&(~y&z)),2*(~x&(~y&z)),2*(~x&(~y&z)),2*(~x&(~y&z)),True,0.002048492431640625
-6*(~(x^y)&(x^z))-2*(y^~(x&(y&z)))+1*~(x|(y|z))+2*~(~x|(y|z))+6*~(~x|(~y|z))+7*(~x&(~y&z))-1*(~x&(y&z))+1*(x&(~y&z))+2*(x&(y&z)),-1*((y&~z)^(~x|(y^z))),-1*((y&~z)^(~x|(y^z))),-1*((y&~z)^(~x|(y^z))),True,0.0020296573638916016
-7*(x^(y^z))-2*(x|(~y&z))-2*~(x|(y|z))+5*~(x|(~y|z))+9*~(~x|(y|z))+2*~(~x|(~y|z))+7*(~x&(~y&z))+2*(x&(~y&z))+7*(x&(y&z)),-2*~(x^(y&z)),-2*~(x^(y&z)),-2*~(x^(y&z)),True,0.0019769668579101562
-7*((x^y)&~(x^z))+5*(~z|~(x^y))-3*~(x|(y|z))+4*~(x|(~y|z))-3*~(~x|(y|z))-3*~(~x|(~y|z))-3*(~x&(~y&z))+9*(x&(~y&z))-5*(x&(y&z)),2*~(y&z),2*~(y&z),2*~(y&z),True,0.0020301342010498047
-1*(z^(~x&(y|z)))+1*((x&~y)|~(x^(y^z)))-2*(y^(x|(~y|z)))+1*~(x|(y|z))+1*~(~x|(y|z))-1*~(~x|(~y|z))+2*(~x&(~y&z))-1*(~x&(y&z))+2*(x&(~y&z)),-3*~(x|(~y|z))-1*(x&(y&z)),-3*~(x|(~y|z))-1*(x&(y&z)),-3*~(x|(~y|z))-1*(x&(y&z)),True,0.0021376609802246094
-7*~(x&~z)-7*(~z&~(x^y))+3*(y^z)+14*~(x|(y|z))+4*~(x|(~y|z))+4*~(~x|(~y|z))+7*(~x&(y&z))+4*(x&(~y&z))+7*(x&(y&z)),-4*(~x&(~y&z)),-4*(~x&(~y&z)),-4*(~x&(~y&z)),True,0.0019352436065673828
11*(y^(x|(~y&z)))-6*~(x&(y|z))+2*((x^y)|~(x^z))+4*~(x|(y|z))-7*~(x|(~y|z))-5*~(~x|(y|z))-3*(~x&(~y&z))-7*(~x&(y&z))-2*(x&(y&z)),2*(~y&(x^z))+13*(x&(~y&z)),2*~(~x|(y|z))+2*(~x&(~y&z))+13*(x&(~y&z)),2*~(~x|(y|z))+2*(~x&(~y&z))+13*(x&(~y&z)),True,0.001995563507080078
-1*((x&z)|~(y|z))-6*(z^~(x&~y))-6*(x&~y)+1*(z^(~x|(y&z)))+6*~(x|(y|z))+5*~(x|(~y|z))+7*~(~x|(y|z))+6*~(~x|(~y|z))+1*(x&(y&z)),-12*(x&(~y&z)),-12*(x&(~y&z)),-12*(x&(~y&z)),True,0.0019729137420654297
-3*(y^~(~x|(y^z)))+2*(z^(x|(y&z)))+1*~(x|(y|z))+4*~(x|(~y|z))+2*~(~x|(y|z))+2*~(~x|(~y|z))-1*(~x&(~y&z))+4*(~x&(y&z))+1*(x&(y&z)),1*~(x&(~y&z)),1*~(x&(~y&z)),1*~(x&(~y&z)),True,0.002049684524536133
-3*(~x&(y^z))+3*((x&y)^~(x^(~y|z)))-11*~(x|(y|z))-11*~(x|(~y|z))+8*~(~x|(y|z))-14*~(~x|(~y|z))+14*(~x&(~y&z))+11*(~x&(y&z))+8*(x&(~y&z)),-11*(z^(~x|(y|z)))+11*(y^(x|(y^z))),-11*~(x|(y|z))-11*~(x|(~y|z))+11*~(~x|(y|z))-11*~(~x|(~y|z))+11*(~x&(~y&z))+11*(~x&(y&z))+11*(x&(~y&z)),-11*~(x|(y|z))-11*~(x|(~y|z))+11*~(~x|(y|z))-11*~(~x|(~y|z))+11*(~x&(~y&z))+11*(~x&(y&z))+11*(x&(~y&z)),True,0.002081632614135742
7*~(x|~z)-3*(~z&(x^y))-2*(z^~(x&~y))+2*~(x|(y|z))+5*~(x|(~y|z))+3*~(~x|(y|z))+2*~(~x|(~y|z))-7*(~x&(~y&z))-7*(~x&(y&z)),-2*(x&(~y&z)),-2*(x&(~y&z)),-2*(x&(~y&z)),True,0.0019707679748535156
-2*((x&z)^(x^(y&z)))-11*(y^~(~x|(y^z)))+5*~(x|y)-5*~(x|(y|z))+11*~(x|(~y|z))+13*~(~x|(~y|z))-5*(~x&(~y&z))+13*(~x&(y&z))+2*(x&(y&z)),-13*~(~x|(y|z)),-13*~(~x|(y|z)),-13*~(~x|(y|z)),True,0.0019614696502685547
-7*(x^(~y|z))-1*((x|y)&(x^(y^z)))+9*~(x|(y|z))+1*~(x|(~y|z))+3*~(~x|(y|z))+7*~(~x|(~y|z))+9*(~x&(~y&z))+9*(~x&(y&z))+1*(x&(y&z)),2*((x&z)^~(y&~z)),2*((x&z)^~(y&~z)),2*((x&z)^~(y&~z)),True,0.002044677734375
-5*((y&z)^~(~x&(y^z)))+1*~(x|y)+4*~(x|(y|z))-7*~(x|(~y|z))+5*~(~x|(y|z))-2*~(~x|(~y|z))-1*(~x&(~y&z))-2*(x&(~y&z))-7*(x&(y&z)),-7*((x&z)|(y&~z)),-7*((x&z)|(y&~z)),-7*((x&z)|(y&~z)),True,0.0020589828491210938
1*(z^~(~x&(y&z)))-2*(~x|(~y&z))-11*(y&~z)+1*~(x|(y|z))+12*~(x|(~y|z))-1*~(~x|(y|z))+2*(~x&(~y&z))+1*(~x&(y&z))+2*(x&(~y&z)),-10*~(~x|(~y|z)),-10*~(~x|(~y|z)),-10*~(~x|(~y|z)),True,0.0020017623901367188
-1*((x&z)|(y&~z))-5*(z^~(~x|(~y&z)))+11*(y^~(~x&(~y|z)))+1*~(x|(~y|z))+6*~(~x|(~y|z))+5*(~x&(~y&z))-6*(~x&(y&z))-5*(x&(~y&z))+1*(x&(y&z)),6*~(~x|(y|z)),6*~(~x|(y|z)),6*~(~x|(y|z)),True,0.001991748809814453
11*(z^~(x|(y&z)))+1*(~y|(x^z))-1*(y&~(x&~z))-12*~(x|(y|z))-10*~(x|(~y|z))-1*~(~x|(y|z))-1*(~x&(~y&z))-11*(~x&(y&z))-12*(x&(~y&z)),1*~(~x|(~y|z))+10*(x&(y&z)),1*~(~x|(~y|z))+10*(x&(y&z)),1*~(~x|(~y|z))+10*(x&(y&z)),True,0.0020415782928466797
2*((x&y)|(x^(y^z)))-2*((x|y)&(y^z))-11*((x&y)|~(y|z))+5*(z^~(~x&(~y&z)))-5*~(x|(~y|z))+4*~(~x|(y|z))-7*(~x&(~y&z))+2*(x&(~y&z))+9*(x&(y&z)),-6*~(~x|(~y|z))-6*~(x|(y|z)),-6*(~z&~(x^y)),-6*(~z&~(x^y)),True,0.002081155776977539
-6*(x^(~y&z))+7*((x&y)|~(y|z))-1*(y&(x|~z))+2*(z|(x&~y))-7*~(x|(y|z))+1*~(x|(~y|z))-3*~(~x|(y|z))-2*(~x&(y&z))-2*(x&(~y&z)),-4*(~x&(~y&z))+2*(x&(y&z)),-4*(~x&(~y&z))+2*(x&(y&z)),-4*(~x&(~y&z))+2*(x&(y&z)),True,0.002027750015258789
2*(z&(x|~y))-6*(~z&(x^y))-1*(~(x&~y)&(y^z))+3*~(x|(~y|z))+6*~(~x|(y|z))+1*~(~x|(~y|z))-5*(~x&(~y&z))-6*(x&(~y&z))-6*(x&(y&z)),-4*(z^~(x|~y)),-4*(z^~(x|~y)),-4*(z^~(x|~y)),True,0.001966238021850586
-6*(y&(x|~z))+3*z-11*(y^~(~x&(~y&z)))+11*~(x|(y|z))+6*~(x|(~y|z))+6*~(~x|(~y|z))-3*(~x&(~y&z))-3*(~x&(y&z))+3*(x&(y&z)),-8*(x&(~y&z))-11*~(~x|(y|z)),-11*~(~x|(y|z))-8*(x&(~y&z)),-11*~(~x|(y|z))-8*(x&(~y&z)),True,0.0020012855529785156
-2*(y^~(x|~z))-7*(x^(~y&z))-1*(~(x&y)&(x^(y^z)))+2*~(x|(y|z))+5*~(x|(~y|z))+8*~(~x|(y|z))+12*(~x&(~y&z))+2*(~x&(y&z))+9*(x&(y&z)),-11*~(~x|(~y|z))+2*~(x&(~y|z)),2*~(x|(y|z))+2*~(x|(~y|z))-9*~(~x|(~y|z))+2*(~x&(~y&z))+2*(~x&(y&z)),2*~(x|(y|z))+2*~(x|(~y|z))-9*~(~x|(~y|z))+2*(~x&(~y&z))+2*(~x&(y&z)),True,0.002019166946411133
-11*(~x&(~y|z))-3*(y^~(x|~z))+7*~(x&(y|z))+4*~(x|(y|z))-4*~(x|(~y|z))+3*~(~x|(~y|z))+7*(~x&(~y&z))+4*(~x&(y&z))+3*(x&(y&z)),7*~(~x|(y|z)),7*~(~x|(y|z)),7*~(~x|(y|z)),True,0.0020253658294677734
4*((x&z)|(y&~z))+1*(y&~(x&~z))-6*((x&z)^~(y&~z))+6*~(x|(y|z))-5*~(x|(~y|z))+6*~(~x|(y|z))+6*(~x&(~y&z))+5*(~x&(y&z))-5*(x&(y&z)),4*~(~x|(~y|z))+4*(x&(~y&z)),4*(x&(y^z)),4*(x&(y^z)),True,0.0019943714141845703
-7*(z^~(~x&(~y|z)))+1*(z^~(x|~y))-11*~(x|(y|z))+6*~(x|(~y|z))+7*~(~x|(y|z))-4*~(~x|(~y|z))-5*(~x&(~y&z))+7*(~x&(y&z))-12*(x&(y&z)),-11*~(x^y)+1*(x&(~y&z)),-11*~(x|(y|z))-11*~(~x|(~y|z))-11*(~x&(~y&z))+1*(x&(~y&z))-11*(x&(y&z)),-11*~(x|(y|z))-11*~(~x|(~y|z))-11*(~x&(~y&z))+1*(x&(~y&z))-11*(x&(y&z)),True,0.002008199691772461
5*(~(x&y)&(y^z))-11*((x|~y)&(x^(y^z)))-2*((x|y)&(y^z))-1*~(x|(~y|z))+11*~(~x|(y|z))+4*~(~x|(~y|z))+6*(~x&(~y&z))-3*(x&(~y&z))+13*(x&(y&z)),2*(y^~(x|(y^z)))-2*~(x|(y|z)),2*(y&(x|~z)),2*(y&(x|~z)),True,0.0020987987518310547
-3*((y&z)|(~x&(y|z)))-1*((x&~y)|(x^(y^z)))-1*(y^~(x&(y^z)))+1*~(x|(y|z))+4*~(x|(~y|z))+2*~(~x|(y|z))+5*(~x&(~y&z))+3*(~x&(y&z))+4*(x&(y&z)),-1*(x&(~y&z))-1*~(~x|(~y|z)),-1*(x&(y^z)),-1*(x&(y^z)),True,0.0020220279693603516
-5*(x&z)-5*(y^~(x&(~y&z)))-7*~(x&z)+7*~(x|(y|z))+7*~(x|(~y|z))+7*~(~x|(~y|z))+12*(~x&(~y&z))+2*(~x&(y&z))+5*(x&(~y&z)),-12*~(~x|(y|z))-5*(~(x&~y)&~(y^z)),-5*~(x|(y|z))-12*~(~x|(y|z))-5*(~x&(y&z))-5*(x&(y&z)),-5*~(x|(y|z))-12*~(~x|(y|z))-5*(~x&(y&z))-5*(x&(y&z)),True,0.001992940902709961
11*(x|(~y|z))+2*(y|(x&z))-16*~(x|(y|z))-7*~(x|(~y|z))-13*~(~x|(~y|z))-11*(~x&(~y&z))-13*(~x&(y&z))-13*(x&(~y&z))-18*(x&(y&z)),-5*(z^(~x|(~y&z)))+11*~(~x|(y|z)),-5*~(x|(y|z))-5*~(x|(~y|z))+11*~(~x|(y|z))-5*(x&(y&z)),-5*~(x|(y|z))-5*~(x|(~y|z))+11*~(~x|(y|z))-5*(x&(y&z)),True,0.0020613670349121094
1*(~(x|~y)|(y^z))-4*~(x|(y|z))+6*~(x|(~y|z))+7*~(~x|(y|z))-5*~(~x|(~y|z))+6*(~x&(~y&z))+10*(~x&(y&z))-1*(x&(~y&z))+11*(x&(y&z)),11*(~(x|~y)|(x^(y^z)))-4*(z^~(~x&(~y&z))),-4*~(x|(y|z))+7*~(x|(~y|z))+7*~(~x|(y|z))-4*~(~x|(~y|z))+7*(~x&(~y&z))+11*(~x&(y&z))+11*(x&(y&z)),-4*~(x|(y|z))+7*~(x|(~y|z))+7*~(~x|(y|z))-4*~(~x|(~y|z))+7*(~x&(~y&z))+11*(~x&(y&z))+11*(x&(y&z)),True,0.002039670944213867
1*~(y|~z)-1*((x^y)|~(x^z))+2*(~(x|~y)|~(x^(y^z)))-2*~(x|(y|z))-2*~(x|(~y|z))+1*~(~x|(y|z))-3*~(~x|(~y|z))-1*(~x&(~y&z))-2*(~x&(y&z)),-1*(y|~(x^z))+3*(x&(~y&z)),-1*~(x|(y|z))-1*~(x|(~y|z))-1*~(~x|(~y|z))-1*(~x&(y&z))+2*(x&(~y&z))-1*(x&(y&z)),-1*~(x|(y|z))-1*~(x|(~y|z))-1*~(~x|(~y|z))-1*(~x&(y&z))+2*(x&(~y&z))-1*(x&(y&z)),True,0.002090930938720703
1*((y&z)^~(~x&(y^z)))+2*(z^~(x|(~y&z)))+1*(~(x|~y)|~(x^(y^z)))-4*~(x|(y|z))-1*~(~x|(y|z))-2*(~x&(~y&z))-1*(~x&(y&z))-4*(x&(~y&z))-2*(x&(y&z)),2*~(~x|(~y|z))+3*~(x|(~y|z)),3*~(x|(~y|z))+2*~(~x|(~y|z)),3*~(x|(~y|z))+2*~(~x|(~y|z)),True,0.0020766258239746094
